Track_Name,Artist,Album,Genre,Release_Year,Streams_Millions,Popularity,Danceability,Energy,Tempo,Duration_ms
Track_66,Taylor Swift,Future Sounds,Hip-Hop,2013,347.82,49,0.72,0.34,112,206738
Track_67,BTS,Golden Era,EDM,2010,190.12,66,0.53,0.8,149,125120
Track_68,Rihanna,Top Charts,EDM,2017,10.28,62,0.48,0.55,174,229843
Track_69,BTS,Top Charts,Latin,2019,808.54,71,0.43,0.58,63,221936
Track_70,Bad Bunny,Golden Era,Alternative,2012,757.25,98,0.38,0.7,63,223290
Track_71,Dua Lipa,Top Charts,Alternative,2010,80.13,67,0.38,0.6,66,188198
Track_72,Billie Eilish,Midnight Vibes,Hip-Hop,2017,297.53,88,0.83,0.48,166,230510
Track_73,Ariana Grande,Greatest Hits,EDM,2010,675.38,43,0.9,0.53,143,137987
Track_74,Coldplay,Greatest Hits,Latin,2010,854.9,52,0.8,0.7,90,153088
Track_75,Post Malone,Greatest Hits,R&B,2013,421.21,56,0.76,0.41,137,316064
Track_76,Olivia Rodrigo,Greatest Hits,Latin,2023,151.57,59,0.36,0.32,99,270941
Track_77,Justin Bieber,Golden Era,EDM,2021,182.51,77,0.71,0.71,73,302764
Track_78,Coldplay,Midnight Vibes,Latin,2020,542.37,47,0.78,0.67,65,211017
Track_79,BTS,Golden Era,Alternative,2015,66.72,81,0.5,0.85,165,248503
Track_80,Taylor Swift,Golden Era,Rock,2020,802.96,69,0.72,0.58,153,256772
Track_81,Justin Bieber,Midnight Vibes,R&B,2022,828.06,89,0.59,0.58,153,275313
Track_82,Ariana Grande,Midnight Vibes,Latin,2013,748.5,45,0.47,0.59,156,241820
Track_83,Dua Lipa,Top Charts,Alternative,2016,306.07,71,0.81,0.42,87,213015
Track_84,Coldplay,Midnight Vibes,Rock,2014,792.89,84,0.83,0.66,126,170084
Track_85,Taylor Swift,Future Sounds,Alternative,2016,442.28,88,0.44,0.61,151,248665
Track_86,Post Malone,Greatest Hits,Pop,2014,203.33,84,0.45,0.73,107,244062
Track_87,BTS,Top Charts,Rock,2016,896.99,75,0.5,0.76,94,200379
Track_88,Ariana Grande,Future Sounds,Pop,2021,177.36,47,0.75,0.92,148,168535
Track_89,Ed Sheeran,Future Sounds,Alternative,2017,252.47,77,0.89,0.64,96,146352
Track_90,Rihanna,Future Sounds,Rock,2013,327.99,59,0.31,0.65,95,131931
Track_91,Drake,Top Charts,Rock,2021,849.96,80,0.82,0.62,171,123215
Track_92,Dua Lipa,Midnight Vibes,EDM,2017,399.22,51,0.88,0.46,170,245233
Track_93,Taylor Swift,Greatest Hits,EDM,2017,71.3,80,0.71,0.4,163,267545
Track_94,Ariana Grande,Greatest Hits,Hip-Hop,2011,504.48,66,0.66,0.81,88,256989
Track_95,Billie Eilish,Golden Era,EDM,2014,774.85,67,0.48,0.7,138,314009
Track_96,Taylor Swift,Future Sounds,Alternative,2013,241.86,45,0.39,0.41,69,161034
Track_97,Drake,Golden Era,EDM,2021,536.46,58,0.32,0.49,96,304283
Track_98,Rihanna,Golden Era,Pop,2020,213.91,56,0.77,0.71,144,171857
Track_99,Billie Eilish,Greatest Hits,R&B,2013,584.63,98,0.46,0.39,67,163495
Track_100,Coldplay,Midnight Vibes,R&B,2021,742.7,98,0.47,0.38,148,199715
Track_101,Olivia Rodrigo,Golden Era,Rock,2018,488.28,68,0.35,0.33,115,312553
Track_102,Bad Bunny,Top Charts,Rock,2010,86.74,83,0.8,0.67,62,296234
Track_103,Rihanna,Midnight Vibes,R&B,2010,687.98,51,0.58,0.72,177,192917
Track_104,The Weeknd,Top Charts,EDM,2020,733.75,45,0.58,0.57,101,295671
Track_105,Taylor Swift,Future Sounds,Rock,2016,625.84,58,0.7,0.56,157,264204
Track_106,Drake,Golden Era,Pop,2015,230.9,47,0.88,0.56,125,120301
Track_107,Justin Bieber,Top Charts,EDM,2016,53.51,73,0.52,0.79,140,235878
Track_108,Coldplay,Greatest Hits,Hip-Hop,2014,496.55,99,0.47,0.87,122,151831
Track_109,Drake,Top Charts,Latin,2013,640.26,59,0.63,0.66,71,178903
Track_110,Rihanna,Greatest Hits,EDM,2011,584.7,49,0.6,0.77,125,304919
Track_111,Ariana Grande,Golden Era,Latin,2017,882.32,55,0.57,0.39,84,277123
Track_112,BTS,Future Sounds,Latin,2011,252.24,90,0.81,0.52,160,253100
Track_113,Ariana Grande,Greatest Hits,Rock,2021,272.21,77,0.65,0.73,170,158953
Track_114,Post Malone,Top Charts,EDM,2015,302.53,88,0.63,0.6,101,169454
Track_115,Olivia Rodrigo,Future Sounds,R&B,2016,214.04,89,0.55,0.51,120,304871
Track_116,Eminem,Golden Era,EDM,2020,714.19,81,0.89,0.62,64,153094
Track_117,BTS,Top Charts,Rock,2023,94.83,94,0.56,0.64,118,124023
Track_118,Olivia Rodrigo,Future Sounds,EDM,2023,591.03,49,0.34,0.81,93,208751
Track_119,Dua Lipa,Golden Era,Alternative,2011,767.33,94,0.7,0.65,100,284311
Track_120,Olivia Rodrigo,Golden Era,Latin,2018,37.13,44,0.44,0.74,96,179634
Track_121,Olivia Rodrigo,Greatest Hits,EDM,2011,685.53,85,0.82,0.59,148,198503
Track_122,Eminem,Greatest Hits,Pop,2015,717.55,58,0.52,0.58,91,259242
Track_123,Billie Eilish,Top Charts,Alternative,2022,166.15,51,0.35,0.87,139,299079
Track_124,Ed Sheeran,Golden Era,R&B,2012,212.81,80,0.45,0.47,61,241963
Track_125,Eminem,Midnight Vibes,Alternative,2018,146.39,68,0.87,0.94,98,287493
Track_126,Billie Eilish,Midnight Vibes,EDM,2023,275.4,64,0.81,0.37,108,269926
Track_127,Bad Bunny,Top Charts,Rock,2021,269.23,93,0.69,0.48,132,299778
Track_128,Coldplay,Greatest Hits,R&B,2021,449.57,97,0.84,0.8,89,279138
Track_129,Coldplay,Midnight Vibes,Hip-Hop,2020,175.17,56,0.71,0.77,144,298482
Track_130,Rihanna,Future Sounds,Alternative,2011,813.55,81,0.32,0.81,64,271931
Track_131,Bad Bunny,Future Sounds,Pop,2024,269.12,87,0.55,0.43,160,261402
Track_132,Eminem,Midnight Vibes,R&B,2018,822.57,93,0.4,0.89,180,246313
Track_133,Coldplay,Midnight Vibes,Alternative,2023,308.15,47,0.58,0.35,156,179143
Track_134,Rihanna,Golden Era,Latin,2022,503.79,45,0.77,0.31,128,152398
Track_135,Post Malone,Midnight Vibes,Alternative,2021,606.75,77,0.53,0.72,107,148402
Track_136,Justin Bieber,Future Sounds,EDM,2010,559.49,100,0.64,0.89,88,289778
Track_137,Taylor Swift,Golden Era,Alternative,2014,586.07,47,0.38,0.92,98,249138
Track_138,Taylor Swift,Greatest Hits,Hip-Hop,2024,486.1,64,0.57,0.74,155,302579
Track_139,BTS,Golden Era,R&B,2021,655.31,96,0.55,0.36,122,281389
Track_140,Billie Eilish,Midnight Vibes,Pop,2021,336.62,68,0.57,0.45,106,146045
Track_141,Justin Bieber,Midnight Vibes,R&B,2024,880.17,62,0.34,0.48,75,239201
Track_142,Taylor Swift,Future Sounds,Alternative,2020,539.45,41,0.33,0.52,76,268000
Track_143,Ed Sheeran,Greatest Hits,Latin,2022,501.02,77,0.43,0.87,102,158680
Track_144,Coldplay,Top Charts,Pop,2014,773.27,49,0.89,0.65,162,165743
Track_145,Taylor Swift,Greatest Hits,Hip-Hop,2010,325.63,90,0.44,0.51,82,189564
Track_146,Drake,Future Sounds,Alternative,2016,475.85,87,0.34,0.59,106,254542
Track_147,Dua Lipa,Greatest Hits,EDM,2018,203.29,79,0.33,0.81,170,292727
Track_148,BTS,Midnight Vibes,EDM,2020,867.8,43,0.9,0.85,114,299856
Track_149,Taylor Swift,Golden Era,Alternative,2024,401.99,97,0.35,0.7,68,153080
Track_150,Ariana Grande,Top Charts,Alternative,2019,495.78,60,0.53,0.69,97,238938
Track_151,BTS,Top Charts,EDM,2011,714.82,47,0.81,0.72,158,264529
Track_152,Olivia Rodrigo,Future Sounds,EDM,2017,799.84,66,0.5,0.59,113,311263
Track_153,Taylor Swift,Midnight Vibes,EDM,2015,600.27,63,0.87,0.75,120,137598
Track_154,Taylor Swift,Greatest Hits,Pop,2016,91.43,87,0.52,0.38,67,273738
Track_155,BTS,Top Charts,Rock,2020,114.4,62,0.82,0.91,114,309021
Track_156,Drake,Midnight Vibes,R&B,2014,319.72,76,0.6,0.4,121,178784
Track_157,Rihanna,Greatest Hits,Rock,2023,502.86,47,0.76,0.67,163,232489
Track_158,Rihanna,Top Charts,Latin,2023,561.44,83,0.69,0.32,178,292446
Track_159,Rihanna,Midnight Vibes,Pop,2012,249.58,88,0.49,0.52,60,167554
Track_160,Rihanna,Future Sounds,R&B,2020,363.7,49,0.74,0.93,71,315588
Track_161,BTS,Future Sounds,EDM,2016,411.01,50,0.52,0.77,159,268791
Track_162,Dua Lipa,Greatest Hits,Pop,2012,145.88,79,0.33,0.35,116,293523
Track_163,Billie Eilish,Golden Era,R&B,2017,375.69,53,0.75,0.37,115,149069
Track_164,Ariana Grande,Top Charts,EDM,2018,602.08,42,0.43,0.94,67,122015
Track_165,Ed Sheeran,Midnight Vibes,Hip-Hop,2022,127.83,56,0.47,0.38,123,315825
Track_166,Billie Eilish,Future Sounds,Hip-Hop,2016,481.66,54,0.6,0.84,163,212842
Track_167,Taylor Swift,Golden Era,Latin,2021,42.86,41,0.58,0.35,100,270931
Track_168,Billie Eilish,Top Charts,EDM,2021,577.93,58,0.37,0.31,101,165055
Track_169,Coldplay,Top Charts,EDM,2023,622.2,63,0.35,0.85,91,234209
Track_170,Dua Lipa,Golden Era,R&B,2011,359.21,59,0.75,0.44,159,164074
Track_171,Taylor Swift,Top Charts,Alternative,2011,479.89,52,0.84,0.53,153,289199
Track_172,Rihanna,Future Sounds,Hip-Hop,2011,136.07,52,0.4,0.4,157,291837
Track_173,Taylor Swift,Future Sounds,Latin,2020,447.23,88,0.64,0.68,147,267978
Track_174,Justin Bieber,Top Charts,Rock,2023,874.02,60,0.39,0.34,116,285513
Track_175,Ariana Grande,Midnight Vibes,R&B,2010,319.99,44,0.49,0.59,67,216662
Track_176,Rihanna,Midnight Vibes,Pop,2020,778.5,94,0.35,0.69,109,241297
Track_177,Dua Lipa,Top Charts,Latin,2021,806.81,68,0.85,0.67,84,204286
Track_178,Dua Lipa,Golden Era,R&B,2012,862.16,68,0.36,0.88,103,307253
Track_179,Taylor Swift,Top Charts,Alternative,2012,40.03,85,0.56,0.59,126,279856
Track_180,The Weeknd,Midnight Vibes,Rock,2024,258.19,66,0.76,0.74,66,285383
Track_181,Justin Bieber,Midnight Vibes,Pop,2015,89.58,83,0.53,0.46,169,292114
Track_182,Eminem,Top Charts,Latin,2012,303.36,77,0.7,0.9,99,291980
Track_183,Olivia Rodrigo,Golden Era,Hip-Hop,2019,639.41,45,0.49,0.54,161,206108
Track_184,Rihanna,Future Sounds,Alternative,2021,746.92,87,0.9,0.89,71,289351
Track_185,Justin Bieber,Golden Era,R&B,2015,21.32,59,0.41,0.44,158,247473
Track_186,Ed Sheeran,Future Sounds,Hip-Hop,2012,74.06,94,0.77,0.63,129,313631
Track_187,Eminem,Top Charts,Pop,2020,306.4,89,0.67,0.69,79,162532
Track_188,The Weeknd,Top Charts,Latin,2024,153.16,68,0.33,0.54,152,182267
Track_189,Post Malone,Top Charts,Rock,2022,674.94,68,0.44,0.46,163,242949
Track_190,Eminem,Future Sounds,Rock,2020,852.68,68,0.58,0.48,108,251833
Track_191,BTS,Golden Era,Hip-Hop,2023,183.73,78,0.38,0.46,142,245983
Track_192,Rihanna,Midnight Vibes,R&B,2024,96.82,94,0.61,0.38,70,162024
Track_193,Ariana Grande,Golden Era,R&B,2012,748.79,45,0.87,0.44,117,211641
Track_194,Eminem,Greatest Hits,EDM,2010,359.83,63,0.44,0.95,107,178861
Track_195,Drake,Midnight Vibes,Pop,2023,644.66,61,0.77,0.39,96,243851
Track_196,Olivia Rodrigo,Future Sounds,Latin,2021,424.85,79,0.3,0.35,92,176532
Track_197,Rihanna,Future Sounds,R&B,2021,549.95,67,0.37,0.49,98,151941
Track_198,Drake,Future Sounds,EDM,2020,715.54,69,0.34,0.84,123,276431
Track_199,BTS,Greatest Hits,Alternative,2018,519.67,85,0.39,0.58,138,212488
Track_200,Ed Sheeran,Top Charts,EDM,2012,599.61,45,0.61,0.53,127,262627
Track_201,BTS,Top Charts,R&B,2010,354.46,70,0.33,0.55,107,186492
Track_202,Olivia Rodrigo,Greatest Hits,Rock,2022,65.47,55,0.74,0.71,158,272542
Track_203,Olivia Rodrigo,Midnight Vibes,Hip-Hop,2010,320.31,61,0.79,0.41,159,299485
Track_204,Post Malone,Golden Era,Alternative,2012,731.29,44,0.73,0.91,64,196924
Track_205,Ed Sheeran,Greatest Hits,Latin,2013,797.78,60,0.86,0.63,164,262352
Track_206,Post Malone,Midnight Vibes,Pop,2022,583.98,58,0.51,0.81,170,291896
Track_207,Bad Bunny,Midnight Vibes,Pop,2022,334.38,96,0.54,0.59,109,208876
Track_208,The Weeknd,Golden Era,Alternative,2017,333.78,91,0.61,0.82,153,231280
Track_209,Taylor Swift,Golden Era,R&B,2023,166.51,58,0.49,0.35,144,197500
Track_210,Ariana Grande,Golden Era,R&B,2021,386.37,84,0.57,0.59,153,212421
Track_211,Dua Lipa,Golden Era,Rock,2020,882.12,100,0.33,0.74,111,215239
Track_212,BTS,Future Sounds,Pop,2012,764.56,83,0.77,0.32,68,181864
Track_213,Coldplay,Midnight Vibes,Rock,2016,854.77,42,0.66,0.74,107,217521
Track_214,Post Malone,Greatest Hits,R&B,2012,478.87,65,0.49,0.48,74,126793
Track_215,Olivia Rodrigo,Future Sounds,EDM,2018,351.35,75,0.37,0.8,150,236987
Track_216,Ed Sheeran,Top Charts,Rock,2021,825.25,71,0.42,0.39,69,238500
Track_217,The Weeknd,Golden Era,Pop,2022,615.33,94,0.89,0.73,150,137023
Track_218,BTS,Top Charts,Rock,2024,273.46,50,0.73,0.9,141,165636
Track_219,Coldplay,Midnight Vibes,R&B,2013,113.62,52,0.78,0.45,123,126890
Track_220,Bad Bunny,Top Charts,R&B,2015,423.33,75,0.38,0.87,68,201078
Track_221,Billie Eilish,Golden Era,R&B,2016,693.4,92,0.64,0.38,100,288385
Track_222,Taylor Swift,Golden Era,EDM,2020,468.04,48,0.83,0.81,141,274084
Track_223,The Weeknd,Future Sounds,EDM,2018,820.09,43,0.8,0.64,98,163163
Track_224,The Weeknd,Midnight Vibes,Alternative,2013,314.69,100,0.61,0.48,70,185694
Track_225,Ed Sheeran,Top Charts,Rock,2012,564.4,79,0.62,0.63,81,275139
Track_226,Dua Lipa,Future Sounds,Hip-Hop,2020,563.91,97,0.66,0.85,132,130798
Track_227,Rihanna,Greatest Hits,Pop,2010,853.95,89,0.65,0.72,158,269982
Track_228,Billie Eilish,Top Charts,Alternative,2010,450.74,80,0.63,0.72,98,246601
Track_229,Ed Sheeran,Golden Era,Rock,2017,70.31,43,0.39,0.57,119,173483
Track_230,Bad Bunny,Top Charts,Hip-Hop,2015,776.03,60,0.74,0.86,111,154279
Track_231,Coldplay,Midnight Vibes,R&B,2018,100.03,55,0.58,0.47,91,156930
Track_232,Taylor Swift,Greatest Hits,Rock,2016,778.43,66,0.45,0.86,80,205835
Track_233,Eminem,Top Charts,Alternative,2015,174.9,50,0.6,0.63,123,200882
Track_234,Post Malone,Greatest Hits,Pop,2016,457.37,55,0.43,0.53,66,193755
Track_235,Post Malone,Top Charts,Latin,2020,606.91,58,0.62,0.85,115,155110
Track_236,Eminem,Midnight Vibes,Alternative,2015,688.65,63,0.33,0.33,131,171027
Track_237,Bad Bunny,Top Charts,Rock,2011,350.78,68,0.76,0.48,139,298362
Track_238,Dua Lipa,Greatest Hits,Hip-Hop,2011,357.54,90,0.89,0.66,106,317909
Track_239,The Weeknd,Future Sounds,R&B,2018,364.24,42,0.33,0.39,102,244189
Track_240,BTS,Golden Era,Hip-Hop,2019,804.35,48,0.5,0.7,80,223010
Track_241,Dua Lipa,Midnight Vibes,R&B,2015,459.05,72,0.62,0.76,98,244490
Track_242,Rihanna,Greatest Hits,Rock,2015,608.06,66,0.65,0.82,152,300366
Track_243,Justin Bieber,Greatest Hits,R&B,2017,242.65,81,0.77,0.8,133,179649
Track_244,Olivia Rodrigo,Greatest Hits,R&B,2017,157.61,80,0.73,0.8,108,158738
Track_245,Rihanna,Future Sounds,Pop,2019,853.64,47,0.41,0.59,113,159696
Track_246,Billie Eilish,Future Sounds,EDM,2018,698.6,98,0.58,0.85,153,136326
Track_247,Olivia Rodrigo,Future Sounds,R&B,2013,506.99,82,0.59,0.54,82,240498
Track_248,Eminem,Top Charts,Rock,2018,322.09,89,0.82,0.74,162,301747
Track_249,Ariana Grande,Top Charts,EDM,2013,861.82,57,0.63,0.45,98,195760
Track_250,Olivia Rodrigo,Future Sounds,Alternative,2021,442.66,70,0.51,0.91,161,309179
Track_251,Ariana Grande,Midnight Vibes,Pop,2019,610.58,64,0.84,0.56,104,158397
Track_252,Ariana Grande,Greatest Hits,Rock,2021,75.73,99,0.57,0.47,121,176095
Track_253,Ed Sheeran,Top Charts,Rock,2024,508.01,57,0.38,0.7,135,182726
Track_254,Ed Sheeran,Greatest Hits,Alternative,2024,480.28,80,0.44,0.37,102,308051
Track_255,Post Malone,Greatest Hits,Alternative,2022,128.03,75,0.89,0.4,143,244701
Track_256,Post Malone,Future Sounds,Latin,2014,292.45,81,0.34,0.8,143,270505
Track_257,Ed Sheeran,Top Charts,Alternative,2021,766.05,42,0.85,0.41,172,166081
Track_258,Eminem,Greatest Hits,Latin,2016,710.22,51,0.86,0.93,178,195882
Track_259,Eminem,Greatest Hits,Pop,2014,513.33,46,0.86,0.52,118,288116
Track_260,BTS,Top Charts,EDM,2024,845.01,94,0.6,0.48,163,149529
Track_261,Bad Bunny,Future Sounds,Alternative,2017,585.22,85,0.41,0.78,161,197338
Track_262,Dua Lipa,Future Sounds,Hip-Hop,2019,771.25,97,0.54,0.58,101,142737
Track_263,Billie Eilish,Greatest Hits,Hip-Hop,2012,432.32,99,0.45,0.47,90,237109
Track_264,Coldplay,Midnight Vibes,Rock,2014,526.3,76,0.31,0.72,148,181945
Track_265,Drake,Greatest Hits,EDM,2014,147.95,83,0.6,0.88,150,201521
Track_266,Olivia Rodrigo,Greatest Hits,Alternative,2024,846.87,63,0.67,0.44,77,245352
Track_267,The Weeknd,Golden Era,Alternative,2019,339.39,84,0.63,0.61,128,294088
Track_268,Rihanna,Future Sounds,Latin,2013,613.91,78,0.82,0.35,117,258457
Track_269,Olivia Rodrigo,Midnight Vibes,Pop,2024,509.93,43,0.8,0.89,85,270130
Track_270,BTS,Future Sounds,Hip-Hop,2015,769.76,68,0.37,0.43,134,248143
Track_271,Taylor Swift,Top Charts,EDM,2022,54.79,48,0.61,0.6,67,266485
Track_272,Post Malone,Midnight Vibes,Alternative,2010,359.37,92,0.3,0.44,69,131872
Track_273,Billie Eilish,Midnight Vibes,Alternative,2011,489.34,43,0.86,0.34,179,243750
Track_274,Drake,Midnight Vibes,EDM,2012,693.23,89,0.68,0.77,113,218162
Track_275,Eminem,Golden Era,EDM,2023,825.82,64,0.53,0.74,144,261374
Track_276,The Weeknd,Midnight Vibes,Pop,2012,893.6,65,0.62,0.77,88,120910
Track_277,Coldplay,Greatest Hits,Rock,2017,607.78,74,0.55,0.55,89,184883
Track_278,Post Malone,Midnight Vibes,Hip-Hop,2014,173.69,96,0.74,0.37,163,293066
Track_279,Billie Eilish,Top Charts,Latin,2024,795.96,41,0.44,0.34,136,128801
Track_280,Post Malone,Top Charts,Alternative,2021,785.63,55,0.74,0.56,89,261494
Track_281,Ed Sheeran,Greatest Hits,Hip-Hop,2018,894.17,54,0.79,0.78,100,271381
Track_282,Dua Lipa,Midnight Vibes,Hip-Hop,2014,789.25,82,0.61,0.57,95,135979
Track_283,BTS,Top Charts,Alternative,2024,161.74,83,0.56,0.62,104,288641
Track_284,Justin Bieber,Golden Era,Latin,2018,290.27,66,0.54,0.49,83,317765
Track_285,BTS,Golden Era,Hip-Hop,2023,206.68,94,0.72,0.82,177,135105
Track_286,BTS,Golden Era,EDM,2018,479.34,64,0.45,0.43,142,140727
Track_287,Eminem,Golden Era,Latin,2015,87.76,86,0.8,0.33,108,296599
Track_288,Dua Lipa,Top Charts,Pop,2023,70.14,91,0.76,0.77,131,176889
Track_289,Post Malone,Future Sounds,Latin,2024,303.0,98,0.31,0.91,154,150753
Track_290,Olivia Rodrigo,Golden Era,Hip-Hop,2021,545.94,53,0.54,0.46,101,194202
Track_291,Billie Eilish,Golden Era,R&B,2020,326.54,56,0.52,0.87,119,145849
Track_292,Coldplay,Golden Era,Latin,2023,291.61,53,0.52,0.57,132,178005
Track_293,Olivia Rodrigo,Future Sounds,Pop,2014,500.21,77,0.65,0.57,79,171430
Track_294,Bad Bunny,Future Sounds,EDM,2019,750.86,71,0.63,0.91,103,187456
Track_295,Coldplay,Golden Era,Alternative,2020,666.94,69,0.4,0.82,81,156689
Track_296,Olivia Rodrigo,Top Charts,EDM,2012,825.62,74,0.89,0.92,127,128866
Track_297,Rihanna,Greatest Hits,Latin,2020,48.42,40,0.55,0.85,89,137817
Track_298,Olivia Rodrigo,Future Sounds,Pop,2013,457.63,63,0.34,0.71,179,281616
Track_299,Eminem,Golden Era,Alternative,2017,19.08,74,0.63,0.31,127,309318
Track_300,Ariana Grande,Top Charts,Rock,2010,454.48,84,0.7,0.82,176,166993
Track_301,Taylor Swift,Greatest Hits,R&B,2012,220.67,79,0.62,0.83,94,224044
